Type,Value,Confidence,DateAdded,LastModified,Description,Source,Tags
Host,backup-simple.com,87,10-15-2020,10-15-2020,Possible Ryuk domain registered in early October 2020 through NameCheap and hosted on a dedicated server.,ThreatConnect Enrichment,Ryuk
Host,backup-leader.com,87,10-15-2020,10-15-2020,Possible Ryuk domain registered in early October 2020 through NameCheap and hosted on a dedicated server.,ThreatConnect Enrichment,Ryuk;Cobalt Strike
Host,backup-helper.com,87,10-15-2020,10-15-2020,Possible Ryuk domain registered in early October 2020 through NameCheap and hosted on a dedicated server.,ThreatConnect Enrichment,Ryuk
Host,service-leader.com,87,10-15-2020,10-15-2020,Possible Ryuk domain registered in early October 2020 through NameCheap and hosted on a dedicated server.,ThreatConnect Enrichment,Ryuk
Host,nas-simple-helper.com,87,10-15-2020,10-15-2020,Possible Ryuk domain registered in early October 2020 through NameCheap and hosted on a dedicated server.,ThreatConnect Enrichment,Ryuk
Host,nas-leader.com,87,10-15-2020,10-15-2020,Possible Ryuk domain registered in early October 2020 through NameCheap and hosted on a dedicated server.,ThreatConnect Enrichment,Ryuk
File,BA17A1FD0E350C77A58C88AE6AA28AAA : 1DA3A7A84386AA4A278677BFF97C5E23AA6BBD0A : 2376A8DA650C124B3D916765F82929B4109F20BC4F211A39A4D1CD4391780D1F,100,10-15-2020,10-15-2020,"Cobalt Strike executable communicates with a domain identified in a series of infrastructure with consistent registration and naming, and, based on 3rd party analysis, associated with Ryuk.",https://www.virustotal.com/gui/file/2376a8da650c124b3d916765f82929b4109f20bc4f211a39a4d1cd4391780d1f/detection/f-2376a8da650c124b3d916765f82929b4109f20bc4f211a39a4d1cd4391780d1f-1602673645,Cobalt Strike;Ryuk
File,7430F8E3F9F8716B8DBC548997AD8F8A : 7062CD7B0E0D3EEF423E20AEF39FB330FAF88717 : 4544B478B2029EC38EB4BDA111741A10F0684E38F1B29CE092B93DF882D11F9E,100,10-15-2020,10-15-2020,"Cobalt Strike executable communicates with a domain identified in a series of infrastructure with consistent registration and naming, and, based on 3rd party analysis, associated with Ryuk.",https://www.virustotal.com/gui/file/4544b478b2029ec38eb4bda111741a10f0684e38f1b29ce092b93df882d11f9e/detection/f-4544b478b2029ec38eb4bda111741a10f0684e38f1b29ce092b93df882d11f9e-1602761394,Cobalt Strike;Ryuk
Host,backup1nas.com,47,10-13-2020,10-13-2020,Possible Ryuk domain registered in early October 2020 through NameCheap and hosted on a dedicated server.,ThreatConnect Enrichment,Ryuk;Dedicated Server
Host,nasmastrservice.com,47,10-13-2020,10-13-2020,Possible Ryuk domain registered in early October 2020 through NameCheap and hosted on a dedicated server.,ThreatConnect Enrichment,Dedicated Server;Ryuk
Host,backupnas1.com,47,10-13-2020,10-13-2020,Possible Ryuk domain registered in early October 2020 through NameCheap and hosted on a dedicated server.,ThreatConnect Enrichment,Dedicated Server;Ryuk
Host,nas-helper.com,47,10-13-2020,10-13-2020,Possible Ryuk domain registered in early October 2020 through NameCheap and hosted on a dedicated server.,ThreatConnect Enrichment,Dedicated Server;Ryuk
Host,nasmasterservice.com,47,10-13-2020,10-13-2020,Possible Ryuk domain registered in early October 2020 through NameCheap and hosted on a dedicated server.,ThreatConnect Enrichment,Ryuk;Dedicated Server
Host,elephantdrrive.com,47,10-13-2020,10-13-2020,Possible Ryuk domain registered in early October 2020 through NameCheap and hosted on a dedicated server.,ThreatConnect Enrichment,Ryuk;Dedicated Server
Host,backupmastter.com,47,10-13-2020,10-13-2020,Possible Ryuk domain registered in early October 2020 through NameCheap and hosted on a dedicated server.,ThreatConnect Enrichment,Ryuk;Dedicated Server
Host,backup1service.com,47,10-13-2020,10-13-2020,Possible Ryuk domain registered in early October 2020 through NameCheap and hosted on a dedicated server.,ThreatConnect Enrichment,Dedicated Server;Ryuk
Host,open1vpn.com,47,10-13-2020,10-13-2020,Possible Ryuk domain registered in early October 2020 through NameCheap and hosted on a dedicated server.,ThreatConnect Enrichment,Dedicated Server;Ryuk
Host,service-boostter.com,47,10-13-2020,10-13-2020,Possible Ryuk domain registered in early October 2020 through NameCheap and hosted on a dedicated server.,ThreatConnect Enrichment,Ryuk;Dedicated Server
Host,service-hellper.com,47,10-13-2020,10-13-2020,Possible Ryuk domain registered in early October 2020 through NameCheap and hosted on a dedicated server.,ThreatConnect Enrichment,Dedicated Server;Ryuk
Address,45.138.172.30,44,10-13-2020,10-13-2020,IP address used to host a possible Ryuk domain on a dedicated server in early October 2020.,ThreatConnect Enrichment,Dedicated Server;Ryuk
Address,45.147.230.87,44,10-13-2020,10-13-2020,IP address used to host a possible Ryuk domain on a dedicated server in early October 2020.,ThreatConnect Enrichment,Ryuk;Dedicated Server
Address,45.138.172.95,44,10-13-2020,10-13-2020,IP address used to host a possible Ryuk domain on a dedicated server in early October 2020.,ThreatConnect Enrichment,Ryuk;Dedicated Server
Address,45.147.230.30,44,10-13-2020,10-13-2020,IP address used to host a possible Ryuk domain on a dedicated server in early October 2020.,ThreatConnect Enrichment,Ryuk;Dedicated Server
Address,45.147.229.253,44,10-13-2020,10-13-2020,IP address used to host a possible Ryuk domain on a dedicated server in early October 2020.,ThreatConnect Enrichment,Ryuk;Dedicated Server
Address,45.147.229.180,44,10-13-2020,10-13-2020,IP address used to host a possible Ryuk domain on a dedicated server in early October 2020.,ThreatConnect Enrichment,Ryuk;Dedicated Server
Address,45.147.229.128,44,10-13-2020,10-13-2020,IP address used to host a possible Ryuk domain on a dedicated server in early October 2020.,ThreatConnect Enrichment,Ryuk;Dedicated Server
Address,45.147.228.77,44,10-13-2020,10-13-2020,IP address used to host a possible Ryuk domain on a dedicated server in early October 2020.,ThreatConnect Enrichment,Dedicated Server;Ryuk
Address,185.25.51.76,44,10-13-2020,10-13-2020,IP address used to host a possible Ryuk domain on a dedicated server in early October 2020.,ThreatConnect Enrichment,Ryuk;Dedicated Server
Address,45.147.228.164,44,10-13-2020,10-13-2020,IP address used to host a possible Ryuk domain on a dedicated server in early October 2020.,ThreatConnect Enrichment,Ryuk;Dedicated Server
Address,45.138.172.51,44,10-13-2020,10-13-2020,IP address used to host a possible Ryuk domain on a dedicated server in early October 2020.,ThreatConnect Enrichment,Dedicated Server;Ryuk
Host,zhameharden.com,84,10-06-2020,10-11-2020,Infrastructure identified as part of a large set of domains and IPs communicating with Cobalt Strike / Beacon malicious executables.,ThreatConnect Enrichment,Ryuk;Cobalt Strike;BEACON
Host,bithunterr.com,87,09-30-2020,10-11-2020,Cobalt Strike infrastructure identified by Twitter user Bryce (@bryceabdo). Domain was registered through MonoVM in late September 2020 using a protonmail email address and is most likely associated with a series of similarly-registered domains used in conjunction with various malware.,https://twitter.com/bryceabdo/status/1309479842119909376,Ryuk;Dedicated Server;Suspicious Name Server Use;Cobalt Strike
Host,tiancaii.com,87,09-30-2020,10-11-2020,Domain was registered through MonoVM in late September 2020 using a protonmail email address and is most likely associated with a series of similarly-registered domains used in conjunction with various malware.,ThreatConnect Enrichment,Ryuk;Dedicated Server;Suspicious Name Server Use;Bazar
Host,raidbossa.com,87,09-30-2020,10-11-2020,Cobalt Strike infrastructure identified by Twitter user Bryce (@bryceabdo). Domain was registered through MonoVM in late September 2020 using a protonmail email address and is most likely associated with a series of similarly-registered domains used in conjunction with various malware.,https://twitter.com/bryceabdo/status/1309479842119909376,Ryuk;Dedicated Server;Suspicious Name Server Use;Cobalt Strike
Host,rapirasa.com,87,09-30-2020,10-11-2020,Cobalt Strike infrastructure identified by Twitter user Bryce (@bryceabdo). Domain was registered through MonoVM in late September 2020 using a protonmail email address and is most likely associated with a series of similarly-registered domains used in conjunction with various malware.,https://twitter.com/bryceabdo/status/1309479842119909376,Ryuk;Dedicated Server;Suspicious Name Server Use;Cobalt Strike
Host,primeviref.com,87,10-11-2020,10-11-2020,"Infrastructure identified as part of a large set of domains and IPs communicating with Cobalt Strike / Beacon malicious executables and, based on 3rd party analysis, associated with Ryuk.",ThreatConnect Enrichment,Cobalt Strike;Ryuk
Host,myobtain.com,87,10-11-2020,10-11-2020,"Infrastructure identified as part of a large set of domains and IPs communicating with Cobalt Strike / Beacon malicious executables and, based on 3rd party analysis, associated with Ryuk.",ThreatConnect Enrichment,Cobalt Strike;Ryuk
Host,hotlable.com,87,10-11-2020,10-11-2020,"Infrastructure identified as part of a large set of domains and IPs communicating with Cobalt Strike / Beacon malicious executables and, based on 3rd party analysis, associated with Ryuk.",ThreatConnect Enrichment,Ryuk;Cobalt Strike
Host,hunbabe.com,87,10-11-2020,10-11-2020,"Infrastructure identified as part of a large set of domains and IPs communicating with Cobalt Strike / Beacon malicious executables and, based on 3rd party analysis, associated with Ryuk.",ThreatConnect Enrichment,Ryuk;Cobalt Strike
Host,havemosts.com,87,10-11-2020,10-11-2020,"Infrastructure identified as part of a large set of domains and IPs communicating with Cobalt Strike / Beacon malicious executables and, based on 3rd party analysis, associated with Ryuk.",ThreatConnect Enrichment,Ryuk;Cobalt Strike
Host,quwasd.com,87,10-11-2020,10-11-2020,"Infrastructure identified as part of a large set of domains and IPs communicating with Cobalt Strike / Beacon malicious executables and, based on 3rd party analysis, associated with Ryuk.",ThreatConnect Enrichment,Cobalt Strike;Ryuk
Host,remotessa.com,87,10-11-2020,10-11-2020,"Infrastructure identified as part of a large set of domains and IPs communicating with Cobalt Strike / Beacon malicious executables and, based on 3rd party analysis, associated with Ryuk.",ThreatConnect Enrichment,Ryuk;Cobalt Strike
Host,secondlivve.com,87,10-11-2020,10-11-2020,"Infrastructure identified as part of a large set of domains and IPs communicating with Cobalt Strike / Beacon malicious executables and, based on 3rd party analysis, associated with Ryuk.",ThreatConnect Enrichment,Ryuk;Cobalt Strike
Host,service-boosterr.com,87,10-11-2020,10-11-2020,"Infrastructure identified as part of a large set of domains and IPs communicating with Cobalt Strike / Beacon malicious executables and, based on 3rd party analysis, associated with Ryuk.",ThreatConnect Enrichment,Cobalt Strike;Ryuk
Host,servicemount.com,87,10-11-2020,10-11-2020,"Infrastructure identified as part of a large set of domains and IPs communicating with Cobalt Strike / Beacon malicious executables and, based on 3rd party analysis, associated with Ryuk.",ThreatConnect Enrichment,Ryuk;Cobalt Strike
Host,servicesupdater.com,87,10-11-2020,10-11-2020,"Infrastructure identified as part of a large set of domains and IPs communicating with Cobalt Strike / Beacon malicious executables and, based on 3rd party analysis, associated with Ryuk.",ThreatConnect Enrichment,Cobalt Strike;Ryuk
Host,serviceupdatter.com,87,10-11-2020,10-11-2020,"Infrastructure identified as part of a large set of domains and IPs communicating with Cobalt Strike / Beacon malicious executables and, based on 3rd party analysis, associated with Ryuk.",ThreatConnect Enrichment,Ryuk;Cobalt Strike
Host,sobcase.com,87,10-11-2020,10-11-2020,"Infrastructure identified as part of a large set of domains and IPs communicating with Cobalt Strike / Beacon malicious executables and, based on 3rd party analysis, associated with Ryuk.",ThreatConnect Enrichment,Ryuk;Cobalt Strike
Host,unlockwsa.com,87,10-11-2020,10-11-2020,"Infrastructure identified as part of a large set of domains and IPs communicating with Cobalt Strike / Beacon malicious executables and, based on 3rd party analysis, associated with Ryuk.",ThreatConnect Enrichment,Ryuk;Cobalt Strike
Host,wodemayaa.com,87,10-11-2020,10-11-2020,"Infrastructure identified as part of a large set of domains and IPs communicating with Cobalt Strike / Beacon malicious executables and, based on 3rd party analysis, associated with Ryuk.",ThreatConnect Enrichment,Cobalt Strike;Ryuk
Host,cheapshhot.com,87,10-11-2020,10-11-2020,"Infrastructure identified as part of a large set of domains and IPs communicating with Cobalt Strike / Beacon malicious executables and, based on 3rd party analysis, associated with Ryuk.",ThreatConnect Enrichment,Ryuk;Cobalt Strike
Host,dotmaingame.com,87,10-11-2020,10-11-2020,"Infrastructure identified as part of a large set of domains and IPs communicating with Cobalt Strike / Beacon malicious executables and, based on 3rd party analysis, associated with Ryuk.",ThreatConnect Enrichment,Ryuk;Cobalt Strike
Host,blackhoall.com,87,10-11-2020,10-11-2020,"Infrastructure identified as part of a large set of domains and IPs communicating with Cobalt Strike / Beacon malicious executables and, based on 3rd party analysis, associated with Ryuk.",ThreatConnect Enrichment,Cobalt Strike;Ryuk
Host,vnuret.com,84,10-06-2020,10-11-2020,Infrastructure identified as part of a large set of domains and IPs communicating with Cobalt Strike / Beacon malicious executables.,ThreatConnect Enrichment,Ryuk;Cobalt Strike;BEACON
Host,servicegungster.com,84,10-06-2020,10-11-2020,Infrastructure identified as part of a large set of domains and IPs communicating with Cobalt Strike / Beacon malicious executables.,ThreatConnect Enrichment,Ryuk;Cobalt Strike;BEACON
Host,realgamess.com,84,10-06-2020,10-11-2020,Infrastructure identified as part of a large set of domains and IPs communicating with Cobalt Strike / Beacon malicious executables.,ThreatConnect Enrichment,Ryuk;Cobalt Strike;BEACON
Host,wondergodst.com,84,10-06-2020,10-11-2020,Infrastructure identified as part of a large set of domains and IPs communicating with Cobalt Strike / Beacon malicious executables.,ThreatConnect Enrichment,Ryuk;Cobalt Strike;BEACON
Host,sweetmonsterr.com,84,10-06-2020,10-11-2020,Infrastructure identified as part of a large set of domains and IPs communicating with Cobalt Strike / Beacon malicious executables.,ThreatConnect Enrichment,Ryuk;Cobalt Strike;BEACON
Host,qascker.com,84,10-06-2020,10-11-2020,Infrastructure identified as part of a large set of domains and IPs communicating with Cobalt Strike / Beacon malicious executables.,ThreatConnect Enrichment,Ryuk;Cobalt Strike;BEACON
Host,zetrexx.com,84,10-06-2020,10-11-2020,Infrastructure identified as part of a large set of domains and IPs communicating with Cobalt Strike / Beacon malicious executables.,ThreatConnect Enrichment,Ryuk;BEACON;Cobalt Strike
Host,reginds.com,84,10-06-2020,10-11-2020,Infrastructure identified as part of a large set of domains and IPs communicating with Cobalt Strike / Beacon malicious executables.,ThreatConnect Enrichment,Ryuk;BEACON;Cobalt Strike
Host,hakunaman.com,84,10-06-2020,10-11-2020,Infrastructure identified as part of a large set of domains and IPs communicating with Cobalt Strike / Beacon malicious executables.,ThreatConnect Enrichment,Ryuk;BEACON;Cobalt Strike
Host,gtrsqer.com,84,10-06-2020,10-11-2020,Infrastructure identified as part of a large set of domains and IPs communicating with Cobalt Strike / Beacon malicious executables.,ThreatConnect Enrichment,Ryuk;BEACON;Cobalt Strike
Host,razorses.com,84,10-06-2020,10-11-2020,Infrastructure identified as part of a large set of domains and IPs communicating with Cobalt Strike / Beacon malicious executables.,ThreatConnect Enrichment,Ryuk;BEACON;Cobalt Strike
Host,harddagger.com,84,10-06-2020,10-11-2020,Infrastructure identified as part of a large set of domains and IPs communicating with Cobalt Strike / Beacon malicious executables.,https://twitter.com/bryceabdo/status/1309510426347143168,Ryuk;BEACON;Cobalt Strike
Host,checkhunterr.com,84,10-06-2020,10-11-2020,Infrastructure identified as part of a large set of domains and IPs communicating with Cobalt Strike / Beacon malicious executables.,ThreatConnect Enrichment,Ryuk;Cobalt Strike;BEACON
Host,check4list.com,84,10-06-2020,10-11-2020,Infrastructure identified as part of a large set of domains and IPs communicating with Cobalt Strike / Beacon malicious executables.,https://twitter.com/bryceabdo/status/1309510426347143168,Ryuk;BEACON;Cobalt Strike
Host,kungfupandasa.com,84,10-06-2020,10-11-2020,Infrastructure identified as part of a large set of domains and IPs communicating with Cobalt Strike / Beacon malicious executables.,ThreatConnect Enrichment,Ryuk;Cobalt Strike;BEACON
Host,biliyilish.com,84,10-06-2020,10-11-2020,Infrastructure identified as part of a large set of domains and IPs communicating with Cobalt Strike / Beacon malicious executables.,ThreatConnect Enrichment,Ryuk;BEACON;Cobalt Strike
Host,bouths.com,84,10-06-2020,10-11-2020,Infrastructure identified as part of a large set of domains and IPs communicating with Cobalt Strike / Beacon malicious executables.,ThreatConnect Enrichment,Ryuk;BEACON;Cobalt Strike
Host,jonsonsbabyy.com,84,10-06-2020,10-11-2020,Infrastructure identified as part of a large set of domains and IPs communicating with Cobalt Strike / Beacon malicious executables.,ThreatConnect Enrichment,Ryuk;BEACON;Cobalt Strike
Host,chekingking.com,84,10-06-2020,10-11-2020,Infrastructure identified as part of a large set of domains and IPs communicating with Cobalt Strike / Beacon malicious executables.,ThreatConnect Enrichment,Ryuk;Cobalt Strike;BEACON
Host,pudgeee.com,84,10-06-2020,10-11-2020,Infrastructure identified as part of a large set of domains and IPs communicating with Cobalt Strike / Beacon malicious executables.,ThreatConnect Enrichment,Ryuk;Cobalt Strike;BEACON
Host,nomadfunclub.com,84,10-06-2020,10-11-2020,Infrastructure identified as part of a large set of domains and IPs communicating with Cobalt Strike / Beacon malicious executables.,ThreatConnect Enrichment,Ryuk;BEACON;Cobalt Strike
Host,bugsbunnyy.com,84,10-06-2020,10-11-2020,Infrastructure identified as part of a large set of domains and IPs communicating with Cobalt Strike / Beacon malicious executables.,ThreatConnect Enrichment,Ryuk;Cobalt Strike;BEACON
Host,chalengges.com,84,10-06-2020,10-11-2020,Infrastructure identified as part of a large set of domains and IPs communicating with Cobalt Strike / Beacon malicious executables.,ThreatConnect Enrichment,Ryuk;Cobalt Strike;BEACON
Host,getinformationss.com,84,10-06-2020,10-11-2020,Infrastructure identified as part of a large set of domains and IPs communicating with Cobalt Strike / Beacon malicious executables.,https://twitter.com/bryceabdo/status/1309510426347143168,Ryuk;BEACON;Cobalt Strike
Host,gameleaderr.com,84,10-06-2020,10-11-2020,Infrastructure identified as part of a large set of domains and IPs communicating with Cobalt Strike / Beacon malicious executables.,https://twitter.com/bryceabdo/status/1309510426347143168,Ryuk;Cobalt Strike;BEACON
Host,raaidboss.com,87,09-30-2020,10-11-2020,Domain was registered through MonoVM in late September 2020 using a protonmail email address and is most likely associated with a series of similarly-registered domains used in conjunction with various malware.,ThreatConnect Enrichment,Ryuk;Dedicated Server;Suspicious Name Server Use
Host,ayiyas.com,87,09-30-2020,10-11-2020,Domain was registered through MonoVM in late September 2020 using a protonmail email address and is most likely associated with a series of similarly-registered domains used in conjunction with various malware.,ThreatConnect Enrichment,Ryuk;Dedicated Server;Suspicious Name Server Use
Address,45.34.6.221,78,10-06-2020,10-11-2020,Infrastructure identified as part of a large set of domains and IPs communicating with Cobalt Strike / Beacon malicious executables.,https://twitter.com/bryceabdo/status/1309510426347143168,Ryuk;Cobalt Strike;BEACON
Address,96.9.225.143,78,10-06-2020,10-11-2020,Infrastructure identified as part of a large set of domains and IPs communicating with Cobalt Strike / Beacon malicious executables.,ThreatConnect Enrichment,Ryuk;Cobalt Strike;BEACON
Address,45.34.6.223,78,10-06-2020,10-11-2020,Infrastructure identified as part of a large set of domains and IPs communicating with Cobalt Strike / Beacon malicious executables.,https://twitter.com/bryceabdo/status/1309510426347143168,Ryuk;Cobalt Strike;BEACON
Address,69.61.38.155,78,10-06-2020,10-11-2020,Infrastructure identified as part of a large set of domains and IPs communicating with Cobalt Strike / Beacon malicious executables.,ThreatConnect Enrichment,Ryuk;BEACON;Cobalt Strike
Address,96.9.225.144,78,10-06-2020,10-11-2020,Infrastructure identified as part of a large set of domains and IPs communicating with Cobalt Strike / Beacon malicious executables.,ThreatConnect Enrichment,Ryuk;BEACON;Cobalt Strike
Address,45.34.6.222,78,10-06-2020,10-11-2020,Infrastructure identified as part of a large set of domains and IPs communicating with Cobalt Strike / Beacon malicious executables.,https://twitter.com/bryceabdo/status/1309510426347143168,Ryuk;BEACON;Cobalt Strike
Address,107.173.58.176,78,10-06-2020,10-11-2020,Infrastructure identified as part of a large set of domains and IPs communicating with Cobalt Strike / Beacon malicious executables.,ThreatConnect Enrichment,Ryuk;BEACON;Cobalt Strike
Address,107.173.58.182,78,10-06-2020,10-11-2020,Infrastructure identified as part of a large set of domains and IPs communicating with Cobalt Strike / Beacon malicious executables.,ThreatConnect Enrichment,Ryuk;BEACON;Cobalt Strike
Address,107.173.58.179,78,10-06-2020,10-11-2020,Infrastructure identified as part of a large set of domains and IPs communicating with Cobalt Strike / Beacon malicious executables.,ThreatConnect Enrichment,Ryuk;BEACON;Cobalt Strike
Address,107.173.58.175,78,10-06-2020,10-11-2020,Infrastructure identified as part of a large set of domains and IPs communicating with Cobalt Strike / Beacon malicious executables.,ThreatConnect Enrichment,Ryuk;BEACON;Cobalt Strike
Address,69.61.38.156,78,10-06-2020,10-11-2020,Infrastructure identified as part of a large set of domains and IPs communicating with Cobalt Strike / Beacon malicious executables.,ThreatConnect Enrichment,Ryuk;Cobalt Strike;BEACON
Address,5.2.64.135,78,10-06-2020,10-11-2020,Infrastructure identified as part of a large set of domains and IPs communicating with Cobalt Strike / Beacon malicious executables.,ThreatConnect Enrichment,Ryuk;BEACON;Cobalt Strike
Address,88.119.171.77,78,10-06-2020,10-11-2020,Infrastructure identified as part of a large set of domains and IPs communicating with Cobalt Strike / Beacon malicious executables.,ThreatConnect Enrichment,Ryuk;BEACON;Cobalt Strike
Address,107.173.58.184,78,10-06-2020,10-11-2020,Infrastructure identified as part of a large set of domains and IPs communicating with Cobalt Strike / Beacon malicious executables.,ThreatConnect Enrichment,Ryuk;BEACON;Cobalt Strike
Address,88.119.171.76,78,10-06-2020,10-11-2020,Infrastructure identified as part of a large set of domains and IPs communicating with Cobalt Strike / Beacon malicious executables.,ThreatConnect Enrichment,Ryuk;Cobalt Strike;BEACON
Address,88.119.175.153,78,10-06-2020,10-11-2020,Infrastructure identified as part of a large set of domains and IPs communicating with Cobalt Strike / Beacon malicious executables.,ThreatConnect Enrichment,Ryuk;BEACON;Cobalt Strike
Address,88.119.171.78,78,10-06-2020,10-11-2020,Infrastructure identified as part of a large set of domains and IPs communicating with Cobalt Strike / Beacon malicious executables.,ThreatConnect Enrichment,Ryuk;BEACON;Cobalt Strike
Address,213.252.244.170,78,10-06-2020,10-11-2020,Infrastructure identified as part of a large set of domains and IPs communicating with Cobalt Strike / Beacon malicious executables.,ThreatConnect Enrichment,Ryuk;BEACON;Cobalt Strike
Address,5.2.72.202,78,10-06-2020,10-11-2020,Infrastructure identified as part of a large set of domains and IPs communicating with Cobalt Strike / Beacon malicious executables.,ThreatConnect Enrichment,Ryuk;BEACON;Cobalt Strike
Address,5.2.64.133,78,10-06-2020,10-11-2020,Infrastructure identified as part of a large set of domains and IPs communicating with Cobalt Strike / Beacon malicious executables.,ThreatConnect Enrichment,Ryuk;Cobalt Strike;BEACON
Address,88.119.171.74,78,10-06-2020,10-11-2020,Infrastructure identified as part of a large set of domains and IPs communicating with Cobalt Strike / Beacon malicious executables.,ThreatConnect Enrichment,Ryuk;BEACON;Cobalt Strike
Address,213.252.246.154,78,10-06-2020,10-11-2020,Infrastructure identified as part of a large set of domains and IPs communicating with Cobalt Strike / Beacon malicious executables.,ThreatConnect Enrichment,Ryuk;BEACON;Cobalt Strike
Address,5.2.64.113,78,10-06-2020,10-11-2020,Infrastructure identified as part of a large set of domains and IPs communicating with Cobalt Strike / Beacon malicious executables.,ThreatConnect Enrichment,Ryuk;Cobalt Strike;BEACON
Address,88.119.171.73,78,10-06-2020,10-11-2020,Infrastructure identified as part of a large set of domains and IPs communicating with Cobalt Strike / Beacon malicious executables.,ThreatConnect Enrichment,Ryuk;Cobalt Strike;BEACON
Address,88.119.171.75,78,10-06-2020,10-11-2020,Infrastructure identified as part of a large set of domains and IPs communicating with Cobalt Strike / Beacon malicious executables.,ThreatConnect Enrichment,Ryuk;BEACON;Cobalt Strike
Address,109.70.236.134,78,10-06-2020,10-11-2020,Infrastructure identified as part of a large set of domains and IPs communicating with Cobalt Strike / Beacon malicious executables.,ThreatConnect Enrichment,Ryuk;BEACON;Cobalt Strike
Address,45.34.6.225,78,10-06-2020,10-11-2020,Infrastructure identified as part of a large set of domains and IPs communicating with Cobalt Strike / Beacon malicious executables.,https://twitter.com/bryceabdo/status/1309510426347143168,Ryuk;Cobalt Strike;BEACON
Address,45.34.6.226,78,10-06-2020,10-11-2020,Infrastructure identified as part of a large set of domains and IPs communicating with Cobalt Strike / Beacon malicious executables.,https://twitter.com/bryceabdo/status/1309510426347143168,Ryuk;BEACON;Cobalt Strike
Address,107.173.58.185,78,10-06-2020,10-11-2020,Infrastructure identified as part of a large set of domains and IPs communicating with Cobalt Strike / Beacon malicious executables.,ThreatConnect Enrichment,Ryuk;BEACON;Cobalt Strike
Address,107.173.58.183,78,10-06-2020,10-11-2020,Infrastructure identified as part of a large set of domains and IPs communicating with Cobalt Strike / Beacon malicious executables.,ThreatConnect Enrichment,Ryuk;Cobalt Strike;BEACON
Address,69.61.38.157,78,10-06-2020,10-11-2020,Infrastructure identified as part of a large set of domains and IPs communicating with Cobalt Strike / Beacon malicious executables.,ThreatConnect Enrichment,Ryuk;BEACON;Cobalt Strike
Address,45.34.6.229,78,10-06-2020,10-11-2020,Infrastructure identified as part of a large set of domains and IPs communicating with Cobalt Strike / Beacon malicious executables.,https://twitter.com/bryceabdo/status/1309510426347143168,Ryuk;Cobalt Strike;BEACON
Address,107.173.58.180,84,10-11-2020,10-11-2020,"Infrastructure identified as part of a large set of domains and IPs communicating with Cobalt Strike / Beacon malicious executables and, based on 3rd party analysis, associated with Ryuk.",ThreatConnect Enrichment,Cobalt Strike;Ryuk
Address,88.119.174.132,84,10-11-2020,10-11-2020,,ThreatConnect Enrichment,Cobalt Strike;Ryuk
Address,88.119.171.97,84,10-11-2020,10-11-2020,"Infrastructure identified as part of a large set of domains and IPs communicating with Cobalt Strike / Beacon malicious executables and, based on 3rd party analysis, associated with Ryuk.",ThreatConnect Enrichment,Cobalt Strike;Ryuk
Address,5.2.64.167,84,10-11-2020,10-11-2020,"Infrastructure identified as part of a large set of domains and IPs communicating with Cobalt Strike / Beacon malicious executables and, based on 3rd party analysis, associated with Ryuk.",ThreatConnect Enrichment,Cobalt Strike;Ryuk
Address,88.119.174.139,84,10-11-2020,10-11-2020,"Infrastructure identified as part of a large set of domains and IPs communicating with Cobalt Strike / Beacon malicious executables and, based on 3rd party analysis, associated with Ryuk.",ThreatConnect Enrichment,Ryuk;Cobalt Strike
Address,5.2.64.149,84,10-11-2020,10-11-2020,"Infrastructure identified as part of a large set of domains and IPs communicating with Cobalt Strike / Beacon malicious executables and, based on 3rd party analysis, associated with Ryuk.",ThreatConnect Enrichment,Cobalt Strike;Ryuk
Address,88.119.174.131,84,10-11-2020,10-11-2020,"Infrastructure identified as part of a large set of domains and IPs communicating with Cobalt Strike / Beacon malicious executables and, based on 3rd party analysis, associated with Ryuk.",ThreatConnect Enrichment,Ryuk;Cobalt Strike
Address,5.2.64.172,84,10-11-2020,10-11-2020,"Infrastructure identified as part of a large set of domains and IPs communicating with Cobalt Strike / Beacon malicious executables and, based on 3rd party analysis, associated with Ryuk.",ThreatConnect Enrichment,Cobalt Strike;Ryuk
Address,5.2.64.144,84,10-11-2020,10-11-2020,"Infrastructure identified as part of a large set of domains and IPs communicating with Cobalt Strike / Beacon malicious executables and, based on 3rd party analysis, associated with Ryuk.",ThreatConnect Enrichment,Ryuk;Cobalt Strike
Address,5.2.72.200,84,10-11-2020,10-11-2020,"Infrastructure identified as part of a large set of domains and IPs communicating with Cobalt Strike / Beacon malicious executables and, based on 3rd party analysis, associated with Ryuk.",ThreatConnect Enrichment,Ryuk;Cobalt Strike
Address,88.119.174.130,84,10-11-2020,10-11-2020,"Infrastructure identified as part of a large set of domains and IPs communicating with Cobalt Strike / Beacon malicious executables and, based on 3rd party analysis, associated with Ryuk.",ThreatConnect Enrichment,Cobalt Strike;Ryuk
Address,5.2.64.174,84,10-11-2020,10-11-2020,"Infrastructure identified as part of a large set of domains and IPs communicating with Cobalt Strike / Beacon malicious executables and, based on 3rd party analysis, associated with Ryuk.",ThreatConnect Enrichment,Ryuk;Cobalt Strike
Address,88.119.171.96,84,10-11-2020,10-11-2020,"Infrastructure identified as part of a large set of domains and IPs communicating with Cobalt Strike / Beacon malicious executables and, based on 3rd party analysis, associated with Ryuk.",ThreatConnect Enrichment,Ryuk;Cobalt Strike
